,PMID,pathNames,tagged_As
27,29954011,,disease
28,29954010,,disease
29,29954003,Bacteroides salyersiae B.;Bacteroides caccae B.;Bacteroides massiliensis B.;Bacteroides finegoldii B.;Odoribacter splanchnicus O.;Bacteroides ovatus B.;Bacteroides stercoris B.;Bacteroides thetaiotaomicron B.;Bacteroides nordii B.;Bacteroides vulgatus B.;Pseudoflavonifractor capillosus P.;Bacteroides coagulans B.;Bacteroides fragilis B.;Bacteroides uniformis B.;Bacteroides pyogenes B.;Bacteroides eggerthii B.;Campylobacter ureolyticus C,chronic
30,29954003,Bacteroides salyersiae B.;Bacteroides massiliensis B.;Bacteroides finegoldii B.;Odoribacter splanchnicus O.;Bacteroides ovatus B.;Bacteroides coagulans B.;Bacteroides fragilis B.;Haemophilus pittmaniae H.;Bacteroides caccae B.;Campylobacter ureolyticus C.;Haemophilus parainfluenzae H.;Bacteroides vulgatus B.;Bacteroides stercoris B.;Pseudoflavonifractor capillosus P.;Bacteroides eggerthii B.;Aggregatibacter aphrophilus A.;Bacteroides nordii B.;Bacteroides uniformis B.;Aggregatibacter segnis A.;Bacteroides thetaiotaomicron B.;Bacteroides pyogenes B,media
31,29954000,,disease
32,29953999,,diseases
33,29953999,,diseases
34,29953999,Orf virus OV;Bartonella schoenbuchensis B,dermatitis
35,29953999,,disease
36,29953999,,diseases
37,29953998,,infection
38,29953992,,disease
39,29953992,Coccidioides immitis C,Coccidioidomycosis
40,29953992,Paracoccidioides brasiliensis P,paracoccidioidomycosis
41,29953992,,disease
42,29953992,,diseases
43,29953992,Paracoccidioides brasiliensis P,paracoccidioidomycosis
44,29953992,Sporothrix schenckii S,sporotrichosis
45,29953992,Pseudocowpox virus P,nodules
46,29953992,,disease
47,29953992,Paracoccidioides brasiliensis P,paracoccidioidomycosis
48,29953992,Sporothrix schenckii S,sporotrichosis
49,29953992,Coccidioides immitis C,coccidioidomycosis
50,29953992,Fungi F,mycosis
51,29953992,,disease
52,29953989,,disease
53,29953985,Pseudomonas putida P.;Granulicatella adiacens G.;Micrococcus lylae M.;Pseudomonas monteilii P.;Streptococcus equi subsp. zooepidemicus S.;Granulicatella elegans G.;Kingella potus K.;Streptococcus dysgalactiae subsp. equisimilis S.;Burkholderia pyrrocinia B.;Trueperella bernardiae T.;Acidovorax temperans A.;Corynebacterium amycolatum C.;Corynebacterium accolens C.;Cutibacterium acnes C.;Paraburkholderia fungorum P.;Corynebacterium aurimucosum C.;Streptococcus iniae S.;Burkholderia cepacia B.;Corynebacterium auris C.;Micrococcus luteus M.;Trueperella pyogenes T.;Streptococcus agalactiae S.;Burkholderia stabilis B.;Acidovorax facilis A.;Pseudomonas fluorescens P.;Corynebacterium appendicis C.;Streptococcus dysgalactiae subsp. dysgalactiae S.;Kingella denitrificans K.;Burkholderia cenocepacia B.;Acidovorax avenae A.;Cutibacterium avidum C.;Streptococcus porcinus S.;Burkholderia ambifaria B.;Cutibacterium granulosum C.;Corynebacterium afermentans C.;Corynebacterium freneyi C.;Pseudomonas mendocina P.;Pseudomonas chlororaphis P.;Afipia broomeae A.;Eikenella corrodens E.;Streptococcus equi subsp. equi S.;Pseudopropionibacterium propionicum P.;Corynebacterium coyleae C.;Pseudomonas aeruginosa P.;Streptococcus pseudoporcinus S.;Pseudomonas alcaligenes P.;Pseudomonas stutzeri P.;Kingella oralis K.;Pseudomonas mosselii P.;Corynebacterium durum C.;Pseudomonas pertucinogena P.;Corynebacterium argentoratense C.;Burkholderia anthina B.;Streptococcus urinalis S.;Corynebacterium falsenii C.;Streptococcus canis S.;Burkholderia dolosa B.;Corynebacterium confusum C.;Burkholderia vietnamiensis B.;Methylobacterium mesophilicum M.;Kingella kingae K.;Streptococcus pyogenes S.;Acidovorax delafieldii A.;Pseudomonas pseudoalcaligenes P.;Pseudomonas otitidis P.;Corynebacterium bovis C.;Corynebacterium atypicum C.;Methylobacterium extorquens M.;Burkholderia multivorans B,arthritis
54,29953985,,disease
55,29953984,,diseases
56,29953984,,disease
57,29953984,,disease
58,29953984,,disease
59,29953983,,infection
60,29953983,,infection
61,29953983,,infection
62,29953981,,disease
63,29953972,,disease
64,29953971,,disease
65,29953969,,disease
66,29953969,,disease
67,29953967,Dichelobacter nodosus D,fistula
68,29953967,,disease
69,29953960,,disease
70,29953958,,diseases
71,29953958,Campylobacter concisus C.;Campylobacter curvus C.;Campylobacter showae C.;Campylobacter rectus C.;Campylobacter gracilis C.;Campylobacter sputorum C,head
72,29953958,Bordetella bronchiseptica B.;Mycoplasma primatum M.;Enterobacter hormaechei E.;Cronobacter sakazakii C.;Mycoplasma amphoriforme M.;Mycoplasma faucium M.;Mycoplasma spermatophilum M.;Moraxella atlantae M.;Bordetella pertussis B.;Enterobacter asburiae E.;Mycoplasma pneumoniae M.;Moraxella osloensis M.;Klebsiella pneumoniae subsp. ozaenae K.;Enterobacter kobei E.;Enterobacter cancerogenus E.;Klebsiella variicola K.;Klebsiella pneumoniae subsp. pneumoniae K.;Enterobacter cloacae E.;Pluralibacter gergoviae P.;Mycoplasma genitalium M.;Klebsiella aerogenes K.;Moraxella catarrhalis M.;Mycoplasma fermentans M.;Bordetella parapertussis B.;Mycoplasma lipophilum M.;Enterobacter ludwigii E.;Lelliottia amnigena L.;Mycoplasma hominis M.;Mycoplasma orale M.;Mycoplasma pirum M.;Moraxella lacunata M.;Mycoplasma penetrans M.;Mycoplasma salivarium M.;Moraxella nonliquefaciens M.;Mycoplasma buccale M.;Klebsiella oxytoca K,respiratory
73,29953958,Bordetella bronchiseptica B.;Mycoplasma primatum M.;Enterobacter hormaechei E.;Cronobacter sakazakii C.;Mycoplasma amphoriforme M.;Mycoplasma faucium M.;Mycoplasma spermatophilum M.;Moraxella atlantae M.;Bordetella pertussis B.;Enterobacter asburiae E.;Mycoplasma pneumoniae M.;Moraxella osloensis M.;Klebsiella pneumoniae subsp. ozaenae K.;Enterobacter kobei E.;Enterobacter cancerogenus E.;Klebsiella variicola K.;Klebsiella pneumoniae subsp. pneumoniae K.;Enterobacter cloacae E.;Pluralibacter gergoviae P.;Mycoplasma genitalium M.;Klebsiella aerogenes K.;Moraxella catarrhalis M.;Mycoplasma fermentans M.;Bordetella parapertussis B.;Mycoplasma lipophilum M.;Enterobacter ludwigii E.;Lelliottia amnigena L.;Mycoplasma hominis M.;Mycoplasma orale M.;Mycoplasma pirum M.;Moraxella lacunata M.;Mycoplasma penetrans M.;Mycoplasma salivarium M.;Moraxella nonliquefaciens M.;Mycoplasma buccale M.;Klebsiella oxytoca K,infections
74,29953958,,infections
75,29953958,Achromobacter xylosoxidans A.;Leuconostoc mesenteroides subsp. cremoris L.;Gordonia terrae G.;Sphingobacterium multivorum S.;Nocardia higoensis N.;Gordonia araii G.;Nocardia farcinica N.;Leuconostoc lactis L.;Gordonia rubripertincta G.;Inquilinus limosus I.;Nocardia elegans N.;Gordonia aichiensis G.;Nocardia kruczakiae N.;Ralstonia mannitolilytica R.;Nocardia ninae N.;Advenella incenata A.;Nocardiopsis synnemataformans N.;Pediococcus parvulus P.;Nocardia exalbida N.;Nocardia africana N.;Gordonia otitidis G.;Gordonia bronchialis G.;Pediococcus damnosus P.;Nocardia asiatica N.;Nocardia inohanensis N.;Nocardia arthritidis N.;Gordonia effusa G.;Ralstonia insidiosa R.;Lactobacillus dextrinicus L.;Williamsia muralis W.;Nocardia otitidiscaviarum N.;Nocardiopsis dassonvillei N.;Nocardia concava N.;Sphingobacterium thalpophilum S.;Nocardia asteroides N.;Ralstonia pickettii R.;Nocardia carnea N.;Achromobacter insolitus A.;Pediococcus pentosaceus P.;Nocardia abscessus N.;Cupriavidus pauculus C.;Cupriavidus gilardii C.;Achromobacter spanius A.;Gordonia sputi G.;Sphingobacterium spiritivorum S.;Nocardia anaemiae N.;Achromobacter ruhlandii A.;Nocardia beijingensis N.;Nocardia brasiliensis N.;Nocardia araoensis N.;Gordonia polyisoprenivorans G.;Nocardia mexicana N.;Leuconostoc citreum L.;Nocardia aobensis N.;Leuconostoc pseudomesenteroides L.;Cupriavidus respiraculi C.;Achromobacter piechaudii A.;Achromobacter denitrificans A.;Cupriavidus taiwanensis C.;Leuconostoc mesenteroides subsp. dextranicum L.;Pediococcus acidilactici P.;Nocardia cyriacigeorgica N.;Leuconostoc mesenteroides subsp. mesenteroides L.;Nocardia niigatensis N.;Nocardia nova N.;Nocardia brevicatena N.;Corynebacterium pseudotuberculosis C,pulmonary
76,29953958,Achromobacter xylosoxidans A.;Leuconostoc mesenteroides subsp. cremoris L.;Gordonia terrae G.;Sphingobacterium multivorum S.;Nocardia higoensis N.;Gordonia araii G.;Nocardia farcinica N.;Leuconostoc lactis L.;Gordonia rubripertincta G.;Inquilinus limosus I.;Nocardia elegans N.;Gordonia aichiensis G.;Nocardia kruczakiae N.;Ralstonia mannitolilytica R.;Nocardia ninae N.;Advenella incenata A.;Nocardiopsis synnemataformans N.;Pediococcus parvulus P.;Nocardia exalbida N.;Nocardia africana N.;Gordonia otitidis G.;Gordonia bronchialis G.;Pediococcus damnosus P.;Nocardia asiatica N.;Nocardia inohanensis N.;Nocardia arthritidis N.;Gordonia effusa G.;Ralstonia insidiosa R.;Lactobacillus dextrinicus L.;Williamsia muralis W.;Nocardia otitidiscaviarum N.;Nocardiopsis dassonvillei N.;Nocardia concava N.;Sphingobacterium thalpophilum S.;Nocardia asteroides N.;Ralstonia pickettii R.;Nocardia carnea N.;Achromobacter insolitus A.;Pediococcus pentosaceus P.;Nocardia abscessus N.;Cupriavidus pauculus C.;Cupriavidus gilardii C.;Achromobacter spanius A.;Gordonia sputi G.;Sphingobacterium spiritivorum S.;Nocardia anaemiae N.;Achromobacter ruhlandii A.;Nocardia beijingensis N.;Nocardia brasiliensis N.;Nocardia araoensis N.;Gordonia polyisoprenivorans G.;Nocardia mexicana N.;Leuconostoc citreum L.;Nocardia aobensis N.;Leuconostoc pseudomesenteroides L.;Cupriavidus respiraculi C.;Achromobacter piechaudii A.;Achromobacter denitrificans A.;Cupriavidus taiwanensis C.;Leuconostoc mesenteroides subsp. dextranicum L.;Pediococcus acidilactici P.;Nocardia cyriacigeorgica N.;Leuconostoc mesenteroides subsp. mesenteroides L.;Nocardia niigatensis N.;Nocardia nova N.;Nocardia brevicatena N.;Corynebacterium pseudotuberculosis C,infection
77,29953958,,infection
78,29953945,Bacteroides salyersiae B.;Bacteroides massiliensis B.;Bacteroides finegoldii B.;Mycoplasma primatum M.;Mycoplasma amphoriforme M.;Bacteroides ovatus B.;Mycoplasma faucium M.;Mycoplasma spermatophilum M.;Odoribacter splanchnicus O.;Mycoplasma pneumoniae M.;Bacteroides coagulans B.;Bacteroides fragilis B.;Bacteroides caccae B.;Campylobacter ureolyticus C.;Bacteroides vulgatus B.;Mycoplasma genitalium M.;Mycoplasma fermentans M.;Mycoplasma lipophilum M.;Bacteroides stercoris B.;Pseudoflavonifractor capillosus P.;Mycoplasma orale M.;Mycoplasma hominis M.;Bacteroides eggerthii B.;Mycoplasma pirum M.;Mycoplasma penetrans M.;Mycoplasma salivarium M.;Bacteroides nordii B.;Bacteroides uniformis B.;Mycoplasma buccale M.;Bacteroides pyogenes B.;Bacteroides thetaiotaomicron B,inflammatory
79,29953945,Bacteroides salyersiae B.;Bacteroides massiliensis B.;Bacteroides finegoldii B.;Mycoplasma primatum M.;Mycoplasma amphoriforme M.;Bacteroides ovatus B.;Mycoplasma faucium M.;Mycoplasma spermatophilum M.;Odoribacter splanchnicus O.;Mycoplasma pneumoniae M.;Bacteroides coagulans B.;Bacteroides fragilis B.;Bacteroides caccae B.;Campylobacter ureolyticus C.;Bacteroides vulgatus B.;Mycoplasma genitalium M.;Mycoplasma fermentans M.;Mycoplasma lipophilum M.;Bacteroides stercoris B.;Pseudoflavonifractor capillosus P.;Mycoplasma orale M.;Mycoplasma hominis M.;Bacteroides eggerthii B.;Mycoplasma pirum M.;Mycoplasma penetrans M.;Mycoplasma salivarium M.;Bacteroides nordii B.;Bacteroides uniformis B.;Mycoplasma buccale M.;Bacteroides pyogenes B.;Bacteroides thetaiotaomicron B,disease
80,29953945,,disease
81,29953945,,disease
82,29953945,,disease
83,29953936,,diseases
84,29953934,,diseases
85,29953934,,disease
86,29953934,,disease
87,29953934,,disease
88,29953934,,diseases
89,29953934,,disease
90,29953934,,diseases
91,29953929,,disease
92,29953929,,disease
93,29953927,,diseases
94,29953925,,disease
95,29953922,Human immunodeficiency virus 2 HIV;Human immunodeficiency virus 1 HI,immunodeficiency
96,29953922,,disease
97,29953922,,disease
98,29953921,Hendra virus HV;Nipah virus N,viral
99,29953921,Hendra virus HV;Nipah virus N,infections
100,29953921,,infections
101,29953921,Hendra virus HV;Nipah virus N,viral
102,29953921,Hendra virus HV;Nipah virus N,infection
103,29953921,,infection
104,29953919,,diseases
105,29953919,Litopenaeus vannamei L.;Farfantepenaeus aztecus F,shrimp
106,29953916,,infection
107,29953916,,infection
108,29953916,,disease
109,29953916,,disease
110,29953916,,infection
111,29953916,,infection
112,29953912,,infections
113,29953912,,infections
114,29953912,,infections
115,29953903,Hendra virus HV;Nipah virus N,viral
116,29953903,Hendra virus HV;Nipah virus N,infection
117,29953903,,infection
118,29953901,,diseases
119,29953901,Mycobacterium avium complex M.;Bacteria B,diseases
120,29953901,,diseases
121,29953900,,diseases
122,29953899,,disease
123,29953898,,disease
124,29953896,,disease
125,29953896,,disease
126,29953896,,disease
127,29953894,,disease
128,29953894,,disease
129,29953889,Culex C.;Kunjin virus KV;Culex annulirostris C.;Western equine encephalitis virus WEEV;Culex tritaeniorhynchus C.;Anopheles <genus> A.;Ixodes I.;Culex <genus> C.;La Crosse virus LCV;Tick-borne encephalitis virus TBEV;Powassan virus PV;Japanese encephalitis virus JEV;Henipavirus HV;Ochlerotatus triseriatus O.;Eastern equine encephalitis virus EEEV;Murray Valley encephalitis virus MVEV;St. Louis encephalitis virus LE,encephalitis
130,29953889,Wolbachia sp. W,Filariasis
131,29953889,,diseases
132,29953884,Campylobacter concisus C.;Campylobacter curvus C.;Campylobacter showae C.;Campylobacter rectus C.;Campylobacter gracilis C.;Campylobacter sputorum C,head
133,29953881,,infections
134,29953880,Pseudomonas putida P.;Eubacterium sulci E.;Capnocytophaga haemolytica C.;Exiguobacterium aurantiacum E.;Pseudomonas monteilii P.;Actinobacillus equuli A.;Roseomonas cervicalis R.;Gordonia rubripertincta G.;Prevotella dentalis P.;Prevotella melaninogenica P.;Clostridium leptum C.;Gordonia aichiensis G.;Prevotella timonensis P.;Clostridium cadaveris C.;Sphingomonas sanguinis S.;Moraxella osloensis M.;Clostridium novyi C.;Clostridium butyricum C.;Pasteurella multocida subsp. multocida P.;Bacteroides caccae B.;Clostridium paraputrificum C.;Buttiauxella noackiae B.;Prevotella disiens P.;Aeromonas hydrophila A.;Corynebacterium auris C.;Acinetobacter calcoaceticus A.;Eubacterium minutum E.;Acinetobacter haemolyticus A.;Neisseria weaveri N.;Acidovorax facilis A.;Alloprevotella tannerae A.;Eubacterium limosum E.;Corynebacterium appendicis C.;Pantoea agglomerans P.;Providencia rustigianii P.;Capnocytophaga granulosa C.;Clostridium baratii C.;Aeromonas media A.;Moraxella catarrhalis M.;Clostridium cochlearium C.;Corynebacterium afermentans C.;Proteus vulgaris P.;Gordonia sputi G.;Eubacterium nitritogenes E.;Pseudomonas chlororaphis P.;Pseudomonas mendocina P.;Proteus mirabilis P.;Streptococcus oralis S.;Acinetobacter ursingii A.;Clostridium argentinense C.;Corynebacterium coyleae C.;Enterococcus faecium E.;Pseudomonas aeruginosa P.;Stenotrophomonas maltophilia S.;Gordonia polyisoprenivorans G.;Cellulomonas denverensis C.;Pseudomonas pertucinogena P.;Corynebacterium durum C.;Streptococcus massiliensis S.;Streptococcus sanguinis S.;Streptococcus gordonii S.;Bacteroides heparinolyticus B.;Mannheimia haemolytica M.;Bordetella holmesii B.;Acinetobacter schindleri A.;Clostridium symbiosum C.;Eubacterium multiforme E.;Staphylococcus equorum S.;Acidovorax delafieldii A.;Atopobium parvulum A.;Hathewaya histolytica H.;Klebsiella oxytoca K.;Prevotella oris P.;Staphylococcus capitis subsp. ureolyticus S.;Eubacterium rectale E.;Asaccharospora irregularis A.;Enterococcus dispar E.;Prevotella nigrescens P.;Photorhabdus luminescens P.;Streptococcus sinensis S.;Lachnoanaerobaculum saburreum L.;Clostridium malenominatum C.;Bacteroides ovatus B.;Ewingella americana E.;Helcococcus sueciensis H.;Pasteurella bettyae P.;Roseomonas gilardii subsp. gilardii R.;Corynebacterium amycolatum C.;Prevotella bivia P.;Bacteroides coagulans B.;Bacteroides fragilis B.;Vibrio vulnificus V.;Neisseria zoodegmatis N.;Prevotella denticola P.;Clostridium bolteae C.;Corynebacterium aurimucosum C.;Campylobacter ureolyticus C.;Gordonia otitidis G.;Pantoea dispersa P.;Prevotella enoeca P.;Prevotella multisaccharivorax P.;Escherichia coli E.;Acinetobacter johnsonii A.;Aeromonas salmonicida A.;Gordonia effusa G.;Pasteurella multocida subsp. septica P.;Aerococcus urinae A.;Aeromonas veronii A.;Clostridium beijerinckii C.;Clostridium fallax C.;Atlantibacter hermannii A.;Enterococcus raffinosus E.;Actinobacillus suis A.;Erysipelatoclostridium ramosum E.;Enterococcus avium E.;Atopobium minutum A.;Morganella morganii subsp. sibonii M.;Eubacterium saphenum E.;Clostridium septicum C.;Edwardsiella ictaluri E.;Bacteroides stercoris B.;Clostridium sardiniense C.;Eubacterium infirmum E.;Pseudomonas stutzeri P.;Enterococcus casseliflavus E.;Clostridium innocuum C.;Paeniclostridium ghonii P.;Pseudomonas mosselii P.;Avibacterium gallinarum A.;Clostridium putrefaciens C.;Corynebacterium argentoratense C.;Mogibacterium timidum M.;Moraxella lacunata M.;Corynebacterium confusum C.;Aeromonas bestiarum A.;Flavonifractor plautii F.;Morganella morganii subsp. morganii M.;Providencia stuartii P.;Staphylococcus aureus S.;Prevotella oralis P.;Enterococcus gilvus E.;Massilia timonae M.;Roseomonas gilardii subsp. rosea R.;Acinetobacter junii A.;Aeromonas enteropelogenes A.;Bacteroides pyogenes B.;Clostridium subterminale C.;Corynebacterium atypicum C.;Enterococcus hirae E.;Faecalitalea cylindroides F.;Bacteroides massiliensis B.;Odoribacter splanchnicus O.;Moraxella atlantae M.;Clostridium sphenoides C.;Corynebacterium accolens C.;Eubacterium yurii subsp. yurii E.;Capnocytophaga cynodegmi C.;Comamonas testosteroni C.;Enterococcus cecorum E.;Klebsiella pneumoniae subsp. ozaenae K.;Pasteurella stomatis P.;Sphingomonas paucimobilis S.;Clostridium moniliforme C.;Gordonia bronchialis G.;Klebsiella variicola K.;Ignavigranum ruoffiae I.;Bacillus cereus B.;Neisseria animaloris N.;Hathewaya limosa H.;Buttiauxella agrestis B.;Paeniclostridium sordellii P.;Escherichia fergusonii E.;Staphylococcus gallinarum S.;Pseudomonas fluorescens P.;Prevotella corporis P.;Enterococcus gallinarum E.;Staphylococcus cohnii subsp. urealyticus S.;Clostridium tertium C.;Capnocytophaga sputigena C.;Clostridium haemolyticum C.;Staphylococcus delphini S.;Yokenella regensburgei Y.;Staphylococcus auricularis S.;Acinetobacter baumannii A.;Enterococcus mundtii E.;Enterococcus pseudoavium E.;Eubacterium nodatum E.;Acinetobacter radioresistens A.;Kerstersia gyiorum K.;Myroides odoratus M.;Tetragenococcus solitarius T.;Pseudomonas alcaligenes P.;Eubacterium ventriosum E.;Vibrio alginolyticus V.;Aeromonas caviae A.;Clostridium indolis C.;Bacteroides eggerthii B.;Corynebacterium falsenii C.;Providencia rettgeri P.;Eubacterium combesii E.;Paraclostridium bifermentans P.;Enterococcus durans E.;Clostridium piliforme C.;Dichelobacter nodosus D.;Acinetobacter parvus A.;Acinetobacter lwoffii A.;Aeromonas allosaccharophila A.;Bacteroides uniformis B.;Leclercia adecarboxylata L.;Neisseria canis N.;Prevotella buccalis P.;Bacteroides thetaiotaomicron B.;Prevotella veroralis P.;Helcococcus kunzii H.;Staphylococcus cohnii subsp. cohnii S.;Aeromonas jandaei A.;Staphylococcus caprae S.;Bacteroides salyersiae B.;Roseomonas mucosa R.;Gordonia terrae G.;Bordetella hinzii B.;Enterococcus faecalis E.;Gordonia araii G.;Clostridium botulinum A C.;Cellulomonas hominis C.;Clostridium botulinum  C.;Faecalicatena contorta F.;Bacteroides finegoldii B.;Prevotella multiformis P.;Rodentibacter pneumotropicus R.;Capnocytophaga ochracea C.;Vibrio harveyi V.;Acidovorax temperans A.;Clostridium carnis C.;Streptococcus salivarius S.;Escherichia vulneris E.;Eubacterium yurii subsp. schtitka E.;Helcococcus pyogenes H.;Sphingomonas parapaucimobilis S.;Prevotella bergensis P.;Aerococcus sanguinicola A.;Pasteurella aerogenes P.;Proteus penneri P.;Staphylococcus capitis subsp. capitis S.;Terrisporobacter glycolicus T.;Pantoea ananatis P.;Photobacterium damselae P.;Prevotella oulorum P.;Capnocytophaga gingivalis C.;Pasteurella multocida subsp. gallicida P.;Aerococcus urinaehominis A.;Comamonas terrigena C.;Edwardsiella tarda E.;Klebsiella pneumoniae subsp. pneumoniae K.;Bacteroides vulgatus B.;Bordetella trematum B.;Streptococcus cristatus S.;Atopobium rimae A.;Aeromonas schubertii A.;Faecalicatena orotica F.;Acidovorax avenae A.;Prevotella buccae P.;Dermabacter hominis D.;Sphingobium yanoikuyae S.;Staphylococcus epidermidis S.;Providencia alcalifaciens P.;Corynebacterium freneyi C.;Clostridium celatum C.;Eubacterium brachy E.;Bacillus licheniformis B.;Eubacterium yurii subsp. margaretiae E.;Enterococcus pallens E.;Pasteurella dagmatis P.;Streptococcus parasanguinis S.;Enterococcus malodoratus E.;Bacillus pumilus B.;Escherichia coli  E.;Bacillus subtilis B.;Eubacterium tenue E.;Empedobacter falsenii E.;Clostridium clostridioforme C.;Myroides odoratimimus M.;Prevotella loescheii P.;Pseudoflavonifractor capillosus P.;Actinobacillus lignieresii A.;Pasteurella canis P.;Clostridium sporogenes C.;Streptococcus vestibularis S.;Streptococcus mitis S.;Bacteroides zoogleoformans B.;Capnocytophaga canimorsus C.;Prevotella intermedia P.;Clostridium cocleatum C.;Moraxella nonliquefaciens M.;Eubacterium tortuosum E.;Pseudoramibacter alactolyticus P.;Bacteroides nordii B.;Bergeyella zoohelcum B.;Pseudomonas pseudoalcaligenes P.;Pseudomonas otitidis P.;Corynebacterium bovis C.;Exiguobacterium acetylicum E.;Aerococcus viridans A.;Edwardsiella hoshinae E,Wound
